,addrcode,Year,WeekNum,DFp10000Pop,MovAVG
0,1001,2014,1,0.0,0.0
1,1001,2014,2,0.1972075412163761,0.06573584707212536
2,1001,2014,3,0.0,0.06573584707212536
3,1001,2014,4,0.0,0.13147169414425072
4,1001,2014,5,0.3944150824327522,0.13147169414425072
5,1001,2014,6,0.0,0.13147169414425072
6,1001,2014,7,0.0,0.0
7,1001,2014,8,0.0,0.0
8,1001,2014,9,0.0,0.0
9,1001,2014,10,0.0,0.06573584707212536
10,1001,2014,11,0.1972075412163761,0.13147169414425072
11,1001,2014,12,0.1972075412163761,0.13147169414425072
12,1001,2014,13,0.0,0.06573584707212536
13,1001,2014,14,0.0,0.0
14,1001,2014,15,0.0,0.0
15,1001,2014,16,0.0,0.13147169414425072
16,1001,2014,17,0.3944150824327522,0.13147169414425072
17,1001,2014,18,0.0,0.13147169414425072
18,1001,2014,19,0.0,0.1972075412163761
19,1001,2014,20,0.5916226236491283,0.26294338828850145
20,1001,2014,21,0.1972075412163761,0.3286792353606268
21,1001,2014,22,0.1972075412163761,0.1972075412163761
22,1001,2014,23,0.1972075412163761,0.13147169414425072
23,1001,2014,24,0.0,0.13147169414425072
24,1001,2014,25,0.1972075412163761,0.06573584707212536
25,1001,2014,26,0.0,0.06573584707212536
26,1001,2014,27,0.0,0.0
27,1001,2014,28,0.0,0.0
28,1001,2014,29,0.0,0.0
29,1001,2014,30,0.0,0.0
30,1001,2014,31,0.0,0.0
31,1001,2014,32,0.0,0.06573584707212536
32,1001,2014,33,0.1972075412163761,0.1972075412163761
33,1001,2014,34,0.3944150824327522,0.1972075412163761
34,1001,2014,35,0.0,0.13147169414425072
35,1001,2014,36,0.0,0.0
36,1001,2014,37,0.0,0.06573584707212536
37,1001,2014,38,0.1972075412163761,0.13147169414425072
38,1001,2014,39,0.1972075412163761,0.13147169414425072
39,1001,2014,40,0.0,0.06573584707212536
40,1001,2014,41,0.0,0.0
41,1001,2014,42,0.0,0.13147169414425072
42,1001,2014,43,0.3944150824327522,0.13147169414425072
43,1001,2014,44,0.0,0.1972075412163761
44,1001,2014,45,0.1972075412163761,0.3286792353606268
45,1001,2014,46,0.7888301648655044,0.3944150824327522
46,1001,2014,47,0.1972075412163761,0.6573584707212538
47,1001,2014,48,0.9860377060818806,0.5916226236491283
48,1001,2014,49,0.5916226236491283,0.7230943177933792
49,1001,2014,50,0.5916226236491283,0.3944150824327522
50,1001,2014,51,0.0,0.1972075412163761
51,1001,2014,52,0.0,0.0
52,1001,2015,1,0.0,0.0
53,1001,2015,2,0.0,0.06573584707212536
54,1001,2015,3,0.1972075412163761,0.1972075412163761
55,1001,2015,4,0.3944150824327522,0.1972075412163761
56,1001,2015,5,0.0,0.13147169414425072
57,1001,2015,6,0.0,0.13147169414425072
58,1001,2015,7,0.3944150824327522,0.1972075412163761
59,1001,2015,8,0.1972075412163761,0.26294338828850145
60,1001,2015,9,0.1972075412163761,0.13147169414425072
61,1001,2015,10,0.0,0.06573584707212536
62,1001,2015,11,0.0,0.06573584707212536
63,1001,2015,12,0.1972075412163761,0.06573584707212536
64,1001,2015,13,0.0,0.06573584707212536
65,1001,2015,14,0.0,0.06573584707212536
66,1001,2015,15,0.1972075412163761,0.13147169414425072
67,1001,2015,16,0.1972075412163761,0.13147169414425072
68,1001,2015,17,0.0,0.26294338828850145
69,1001,2015,18,0.5916226236491283,0.3286792353606269
70,1001,2015,19,0.3944150824327522,0.5916226236491283
71,1001,2015,20,0.7888301648655044,0.5916226236491283
72,1001,2015,21,0.5916226236491283,0.5916226236491283
73,1001,2015,22,0.3944150824327522,0.3944150824327522
74,1001,2015,23,0.1972075412163761,0.1972075412163761
75,1001,2015,24,0.0,0.46015092950487757
76,1001,2015,25,1.1832452472982566,0.7230943177933792
77,1001,2015,26,0.9860377060818806,1.1175094002261314
78,1001,2015,27,1.1832452472982566,0.9860377060818806
79,1001,2015,28,0.7888301648655044,0.8545660119376298
80,1001,2015,29,0.5916226236491283,0.8545660119376297
81,1001,2015,30,1.1832452472982566,0.7888301648655044
82,1001,2015,31,0.5916226236491283,0.7888301648655044
83,1001,2015,32,0.5916226236491283,0.5258867765770029
84,1001,2015,33,0.3944150824327522,0.7230943177933792
85,1001,2015,34,1.1832452472982566,0.7888301648655044
86,1001,2015,35,0.7888301648655044,0.9860377060818806
87,1001,2015,36,0.9860377060818806,0.7888301648655044
88,1001,2015,37,0.5916226236491283,0.7888301648655044
89,1001,2015,38,0.7888301648655044,0.5258867765770029
90,1001,2015,39,0.1972075412163761,0.5258867765770029
91,1001,2015,40,0.5916226236491283,0.6573584707212538
92,1001,2015,41,1.1832452472982566,0.9860377060818806
93,1001,2015,42,1.1832452472982566,1.0517735531540058
94,1001,2015,43,0.7888301648655044,1.051773553154006
95,1001,2015,44,1.1832452472982566,1.4461886355867584
96,1001,2015,45,2.3664904945965133,1.9063395650916355
97,1001,2015,46,2.169282953380137,2.300754647524388
98,1001,2015,47,2.3664904945965133,2.4322263416686383
99,1001,2015,48,2.760905577029265,2.4322263416686383
100,1001,2015,49,2.169282953380137,2.169282953380137
101,1001,2015,50,1.5776603297310088,1.6433961768031342
102,1001,2015,51,1.1832452472982566,0.9203018590097551
103,1001,2015,52,0.0,0.3944150824327522
104,1001,2015,53,0.0,0.46015092950487757
105,1001,2016,1,1.3804527885146327,0.723094317793379
106,1001,2016,2,0.7888301648655044,0.8545660119376297
107,1001,2016,3,0.3944150824327522,0.5916226236491283
108,1001,2016,4,0.5916226236491283,0.5916226236491283
109,1001,2016,5,0.7888301648655044,0.7888301648655044
110,1001,2016,6,0.9860377060818806,0.5916226236491283
111,1001,2016,7,0.0,0.3944150824327522
112,1001,2016,8,0.1972075412163761,0.26294338828850145
113,1001,2016,9,0.5916226236491283,0.3944150824327522
114,1001,2016,10,0.3944150824327522,0.3286792353606269
115,1001,2016,11,0.0,0.13147169414425072
116,1001,2016,12,0.0,0.06573584707212536
117,1001,2016,13,0.1972075412163761,0.06573584707212536
118,1001,2016,14,0.0,0.06573584707212536
119,1001,2016,15,0.0,0.06573584707212536
120,1001,2016,16,0.1972075412163761,0.06573584707212536
121,1001,2016,17,0.0,0.06573584707212536
122,1001,2016,18,0.0,0.06573584707212536
123,1001,2016,19,0.1972075412163761,0.06573584707212536
124,1001,2016,20,0.0,0.06573584707212536
125,1001,2016,21,0.0,0.0
126,1001,2016,22,0.0,0.0
127,1001,2016,23,0.0,0.0
128,1001,2016,24,0.0,0.06573584707212536
129,1001,2016,25,0.1972075412163761,0.06573584707212536
130,1001,2016,26,0.0,0.06573584707212536
131,1001,2016,27,0.0,0.1972075412163761
132,1001,2016,28,0.5916226236491283,0.3286792353606269
133,1001,2016,29,0.3944150824327522,0.3944150824327522
134,1001,2016,30,0.1972075412163761,0.26294338828850145
135,1001,2016,31,0.1972075412163761,0.13147169414425072
136,1001,2016,32,0.0,0.13147169414425072
137,1001,2016,33,0.1972075412163761,0.26294338828850145
138,1001,2016,34,0.5916226236491283,0.5258867765770029
139,1001,2016,35,0.7888301648655044,0.5916226236491283
140,1001,2016,36,0.3944150824327522,0.5916226236491283
141,1001,2016,37,0.5916226236491283,0.3944150824327522
142,1001,2016,38,0.1972075412163761,0.26294338828850145
143,1001,2016,39,0.0,0.13147169414425072
144,1001,2016,40,0.1972075412163761,0.06573584707212536
145,1001,2016,41,0.0,0.26294338828850145
146,1001,2016,42,0.5916226236491283,0.26294338828850145
147,1001,2016,43,0.1972075412163761,0.3286792353606268
148,1001,2016,44,0.1972075412163761,0.26294338828850145
149,1001,2016,45,0.3944150824327522,0.26294338828850145
150,1001,2016,46,0.1972075412163761,0.26294338828850145
