,addrcode,Year,WeekNum,NumberCases,population,DFp10000Pop
0,1001,2014,1,0,5.0708,0.0
1,1001,2014,2,1,5.0708,0.1972075412163761
2,1001,2014,3,0,5.0708,0.0
3,1001,2014,4,0,5.0708,0.0
4,1001,2014,5,2,5.0708,0.3944150824327522
5,1001,2014,6,0,5.0708,0.0
6,1001,2014,7,0,5.0708,0.0
7,1001,2014,8,0,5.0708,0.0
8,1001,2014,9,0,5.0708,0.0
9,1001,2014,10,0,5.0708,0.0
10,1001,2014,11,1,5.0708,0.1972075412163761
11,1001,2014,12,1,5.0708,0.1972075412163761
12,1001,2014,13,0,5.0708,0.0
13,1001,2014,14,0,5.0708,0.0
14,1001,2014,15,0,5.0708,0.0
15,1001,2014,16,0,5.0708,0.0
16,1001,2014,17,2,5.0708,0.3944150824327522
17,1001,2014,18,0,5.0708,0.0
18,1001,2014,19,0,5.0708,0.0
19,1001,2014,20,3,5.0708,0.5916226236491283
20,1001,2014,21,1,5.0708,0.1972075412163761
21,1001,2014,22,1,5.0708,0.1972075412163761
22,1001,2014,23,1,5.0708,0.1972075412163761
23,1001,2014,24,0,5.0708,0.0
24,1001,2014,25,1,5.0708,0.1972075412163761
25,1001,2014,26,0,5.0708,0.0
26,1001,2014,27,0,5.0708,0.0
27,1001,2014,28,0,5.0708,0.0
28,1001,2014,29,0,5.0708,0.0
29,1001,2014,30,0,5.0708,0.0
30,1001,2014,31,0,5.0708,0.0
31,1001,2014,32,0,5.0708,0.0
32,1001,2014,33,1,5.0708,0.1972075412163761
33,1001,2014,34,2,5.0708,0.3944150824327522
34,1001,2014,35,0,5.0708,0.0
35,1001,2014,36,0,5.0708,0.0
36,1001,2014,37,0,5.0708,0.0
37,1001,2014,38,1,5.0708,0.1972075412163761
38,1001,2014,39,1,5.0708,0.1972075412163761
39,1001,2014,40,0,5.0708,0.0
40,1001,2014,41,0,5.0708,0.0
41,1001,2014,42,0,5.0708,0.0
42,1001,2014,43,2,5.0708,0.3944150824327522
43,1001,2014,44,0,5.0708,0.0
44,1001,2014,45,1,5.0708,0.1972075412163761
45,1001,2014,46,4,5.0708,0.7888301648655044
46,1001,2014,47,1,5.0708,0.1972075412163761
47,1001,2014,48,5,5.0708,0.9860377060818806
48,1001,2014,49,3,5.0708,0.5916226236491283
49,1001,2014,50,3,5.0708,0.5916226236491283
50,1001,2014,51,0,5.0708,0.0
51,1001,2014,52,0,5.0708,0.0
52,1001,2015,1,0,5.0708,0.0
53,1001,2015,2,0,5.0708,0.0
54,1001,2015,3,1,5.0708,0.1972075412163761
55,1001,2015,4,2,5.0708,0.3944150824327522
56,1001,2015,5,0,5.0708,0.0
57,1001,2015,6,0,5.0708,0.0
58,1001,2015,7,2,5.0708,0.3944150824327522
59,1001,2015,8,1,5.0708,0.1972075412163761
60,1001,2015,9,1,5.0708,0.1972075412163761
61,1001,2015,10,0,5.0708,0.0
62,1001,2015,11,0,5.0708,0.0
63,1001,2015,12,1,5.0708,0.1972075412163761
64,1001,2015,13,0,5.0708,0.0
65,1001,2015,14,0,5.0708,0.0
66,1001,2015,15,1,5.0708,0.1972075412163761
67,1001,2015,16,1,5.0708,0.1972075412163761
68,1001,2015,17,0,5.0708,0.0
69,1001,2015,18,3,5.0708,0.5916226236491283
70,1001,2015,19,2,5.0708,0.3944150824327522
71,1001,2015,20,4,5.0708,0.7888301648655044
72,1001,2015,21,3,5.0708,0.5916226236491283
73,1001,2015,22,2,5.0708,0.3944150824327522
74,1001,2015,23,1,5.0708,0.1972075412163761
75,1001,2015,24,0,5.0708,0.0
76,1001,2015,25,6,5.0708,1.1832452472982566
77,1001,2015,26,5,5.0708,0.9860377060818806
78,1001,2015,27,6,5.0708,1.1832452472982566
79,1001,2015,28,4,5.0708,0.7888301648655044
80,1001,2015,29,3,5.0708,0.5916226236491283
81,1001,2015,30,6,5.0708,1.1832452472982566
82,1001,2015,31,3,5.0708,0.5916226236491283
83,1001,2015,32,3,5.0708,0.5916226236491283
84,1001,2015,33,2,5.0708,0.3944150824327522
85,1001,2015,34,6,5.0708,1.1832452472982566
86,1001,2015,35,4,5.0708,0.7888301648655044
87,1001,2015,36,5,5.0708,0.9860377060818806
88,1001,2015,37,3,5.0708,0.5916226236491283
89,1001,2015,38,4,5.0708,0.7888301648655044
90,1001,2015,39,1,5.0708,0.1972075412163761
91,1001,2015,40,3,5.0708,0.5916226236491283
92,1001,2015,41,6,5.0708,1.1832452472982566
93,1001,2015,42,6,5.0708,1.1832452472982566
94,1001,2015,43,4,5.0708,0.7888301648655044
95,1001,2015,44,6,5.0708,1.1832452472982566
96,1001,2015,45,12,5.0708,2.3664904945965133
97,1001,2015,46,11,5.0708,2.169282953380137
98,1001,2015,47,12,5.0708,2.3664904945965133
99,1001,2015,48,14,5.0708,2.7609055770292654
100,1001,2015,49,11,5.0708,2.169282953380137
101,1001,2015,50,8,5.0708,1.5776603297310088
102,1001,2015,51,6,5.0708,1.1832452472982566
103,1001,2015,52,0,5.0708,0.0
104,1001,2015,53,0,5.0708,0.0
105,1001,2016,1,7,5.0708,1.3804527885146327
106,1001,2016,2,4,5.0708,0.7888301648655044
107,1001,2016,3,2,5.0708,0.3944150824327522
108,1001,2016,4,3,5.0708,0.5916226236491283
109,1001,2016,5,4,5.0708,0.7888301648655044
110,1001,2016,6,5,5.0708,0.9860377060818806
111,1001,2016,7,0,5.0708,0.0
112,1001,2016,8,1,5.0708,0.1972075412163761
113,1001,2016,9,3,5.0708,0.5916226236491283
114,1001,2016,10,2,5.0708,0.3944150824327522
115,1001,2016,11,0,5.0708,0.0
116,1001,2016,12,0,5.0708,0.0
117,1001,2016,13,1,5.0708,0.1972075412163761
118,1001,2016,14,0,5.0708,0.0
119,1001,2016,15,0,5.0708,0.0
120,1001,2016,16,1,5.0708,0.1972075412163761
121,1001,2016,17,0,5.0708,0.0
122,1001,2016,18,0,5.0708,0.0
123,1001,2016,19,1,5.0708,0.1972075412163761
124,1001,2016,20,0,5.0708,0.0
125,1001,2016,21,0,5.0708,0.0
126,1001,2016,22,0,5.0708,0.0
127,1001,2016,23,0,5.0708,0.0
128,1001,2016,24,0,5.0708,0.0
129,1001,2016,25,1,5.0708,0.1972075412163761
130,1001,2016,26,0,5.0708,0.0
131,1001,2016,27,0,5.0708,0.0
132,1001,2016,28,3,5.0708,0.5916226236491283
133,1001,2016,29,2,5.0708,0.3944150824327522
134,1001,2016,30,1,5.0708,0.1972075412163761
135,1001,2016,31,1,5.0708,0.1972075412163761
136,1001,2016,32,0,5.0708,0.0
137,1001,2016,33,1,5.0708,0.1972075412163761
138,1001,2016,34,3,5.0708,0.5916226236491283
139,1001,2016,35,4,5.0708,0.7888301648655044
140,1001,2016,36,2,5.0708,0.3944150824327522
141,1001,2016,37,3,5.0708,0.5916226236491283
142,1001,2016,38,1,5.0708,0.1972075412163761
143,1001,2016,39,0,5.0708,0.0
144,1001,2016,40,1,5.0708,0.1972075412163761
145,1001,2016,41,0,5.0708,0.0
