"","TAM_NAME","Year","Month","Humidity","Rainfall","Temperature","Wind_Speed"
"1","ท้องเนียน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"2","ควนทอง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"3","ขนอม","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"4","สิชล","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"5","สี่ขีด","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"6","ทุ่งปรัง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"7","เขาน้อย","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"8","ฉลอง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"9","เสาเภา","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"10","เทพราช","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"11","เปลี่ยน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"12","กราย","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"13","ตลิ่งชัน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"14","สระแก้ว","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"15","นบพิตำ","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"16","ท่าขึ้น","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"17","นาเหรง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"18","กะหรอ","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"19","ไทยบุรี","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"20","ท่าศาลา","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"21","หัวตะพาน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"22","โพธิ์ทอง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"23","โมคลาน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"24","ทอนหงส์","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"25","ปากพูน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"26","ดอนตะโก","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"27","อินคีรี","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"28","บ้านเกาะ","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"29","พรหมโลก","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"30","นาเรียง","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"31","ท่าซัก","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"32","ท่างิ้ว","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"33","นาทราย","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"34","นาเคียน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"35","กำโลน","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"36","โพธิ์เสด็จ","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"37","กำแพงเซา","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"38","ท่าดี","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"39","เขาแก้ว","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"40","ลานสกา","2015",1,83.6774193548387,0.593548387096774,25.9935483870968,13.4516129032258
"41","ท้องเนียน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"42","ควนทอง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"43","ขนอม","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"44","สิชล","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"45","สี่ขีด","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"46","ทุ่งปรัง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"47","เขาน้อย","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"48","ฉลอง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"49","เสาเภา","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"50","เทพราช","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"51","เปลี่ยน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"52","กราย","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"53","ตลิ่งชัน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"54","สระแก้ว","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"55","นบพิตำ","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"56","ท่าขึ้น","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"57","นาเหรง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"58","กะหรอ","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"59","ไทยบุรี","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"60","ท่าศาลา","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"61","หัวตะพาน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"62","โพธิ์ทอง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"63","โมคลาน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"64","ทอนหงส์","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"65","ปากพูน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"66","ดอนตะโก","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"67","อินคีรี","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"68","บ้านเกาะ","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"69","พรหมโลก","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"70","นาเรียง","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"71","ท่าซัก","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"72","ท่างิ้ว","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"73","นาทราย","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"74","นาเคียน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"75","กำโลน","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"76","โพธิ์เสด็จ","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"77","กำแพงเซา","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"78","ท่าดี","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"79","เขาแก้ว","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"80","ลานสกา","2016",1,84.7741935483871,0.945161290322581,27.0870967741936,13.8387096774194
"81","ท้องเนียน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"82","ควนทอง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"83","ขนอม","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"84","สิชล","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"85","สี่ขีด","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"86","ทุ่งปรัง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"87","เขาน้อย","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"88","ฉลอง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"89","เสาเภา","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"90","เทพราช","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"91","เปลี่ยน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"92","กราย","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"93","ตลิ่งชัน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"94","สระแก้ว","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"95","นบพิตำ","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"96","ท่าขึ้น","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"97","นาเหรง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"98","กะหรอ","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"99","ไทยบุรี","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"100","ท่าศาลา","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"101","หัวตะพาน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"102","โพธิ์ทอง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"103","โมคลาน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"104","ทอนหงส์","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"105","ปากพูน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"106","ดอนตะโก","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"107","อินคีรี","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"108","บ้านเกาะ","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"109","พรหมโลก","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"110","นาเรียง","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"111","ท่าซัก","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"112","ท่างิ้ว","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"113","นาทราย","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"114","นาเคียน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
"115","กำโลน","2017",1,91.2258064516129,20.6612903225806,25.5903225806452,15.1612903225806
