,addrcode,DFp10000Pop
0,100101,63.58522866226462
1,100102,42.292421888486075
2,100103,79.3650793650794
3,100104,84.5234625473623
4,100105,54.8780487804878
5,100106,63.5593220338983
6,100107,80.72455207718052
7,100108,96.97439875872774
8,100109,133.5972290945077
9,100110,68.76790830945558
10,100111,76.07776838546069
11,100112,73.72654155495978
12,100201,128.99527017342703
13,100202,73.27586206896545
14,100203,113.37147700784057
15,100204,118.65524060646011
16,100301,85.13704662521003
17,100302,112.04208885424774
18,100303,54.40326419585178
19,100304,58.91016200294552
20,100305,77.41742639366318
21,100306,61.37432602959725
22,100307,67.86573950254073
23,100401,73.67716008037505
24,100402,46.78362573099415
25,100403,69.22357343311506
26,100404,141.28187456926247
27,100405,91.05960264900662
28,100502,80.17515508523154
29,100508,51.8369454131679
30,100601,112.63473277223177
31,100608,154.95548524759045
32,100701,70.2350608892665
33,100702,99.69828151646327
34,100703,171.64548605380406
35,100704,71.75330010406974
36,100801,94.13832057236104
37,100802,74.03345215245403
38,100803,90.75150402773535
39,100804,66.76867436361107
40,100805,83.03349017437031
41,101001,83.38579345504084
42,101002,96.5812930159091
43,101102,68.3673926348317
44,101103,66.52457534069625
45,101104,79.76029709655649
46,101105,39.90112994350281
47,101106,56.468816664575236
48,101203,90.82188705430967
49,101204,114.13807764005644
50,101301,52.08333333333336
51,101302,73.9050103249647
52,101303,63.25910931174087
53,101401,107.76400099858515
54,101501,77.08779443254812
55,101502,53.57283542109826
56,101503,85.37643245217534
57,101504,253.04592314901606
58,101505,74.35397367137976
59,101506,70.83356944523148
60,101507,53.24480080180403
61,101601,104.15918396666908
62,101602,86.90657080383959
63,101701,177.09656925031751
64,101702,81.49624765478426
65,101704,104.7496790757383
66,101801,76.09570498280533
67,101802,106.19690154922547
68,101803,82.77618592804853
69,101804,68.70148940633523
70,101901,62.85178236397745
71,101902,105.04536049657817
72,101904,93.89671361502339
73,101905,73.57480963161142
74,101907,60.616409118074
75,102004,90.07926975738644
76,102005,95.62293716647676
77,102006,128.27252654820728
78,102007,86.81024901625085
79,102009,116.38014293992676
80,102105,85.56899877257572
81,102107,75.93410353761665
82,102201,73.72883587434508
83,102202,66.98920729438036
84,102206,75.6189779241371
85,102207,110.47398600662854
86,102208,82.74021352313169
87,102209,88.84174235894706
88,102210,76.72241829062452
89,102302,64.560317601248
90,102303,62.051631146253385
91,102401,122.0825852782765
92,102402,88.50445532632247
93,102501,144.99958571546938
94,102502,108.88932884577318
95,102503,111.40890220190225
96,102504,124.26525701211105
97,102601,118.01623025668337
98,102701,118.25148531902094
99,102801,56.58526771118872
100,102802,74.03540410991421
101,102803,83.91395005848563
102,102902,33.18434240823509
103,103001,160.97816434800498
104,103002,70.27161724395715
105,103003,111.67590881084405
106,103004,130.53239255933292
107,103005,109.10302323644527
108,103101,104.27283418267332
109,103102,73.17614014339563
110,103103,97.3313232299188
111,103201,106.77484591679521
112,103203,70.11337481885599
113,103301,101.20697620697635
114,103302,90.0980478756293
115,103303,65.6056886480996
116,103401,122.88483653688176
117,103501,80.47753557533453
118,103502,67.18012143017776
119,103503,90.14196806272275
120,103504,127.06480304955514
121,103602,87.36751647092548
122,103604,44.25426084412269
123,103605,25.382822902796264
124,103701,84.0309981015219
125,103702,117.16591135182922
126,103703,83.53543519267038
127,103704,112.09942731814297
128,103801,132.63622533159057
129,103802,83.86956836092834
130,103901,169.53088713423114
131,103902,97.04910647244343
132,103903,192.98710475181056
133,104001,157.48231176933012
134,104003,62.83840842481747
135,104004,76.17702088663184
136,104101,78.84481379203554
137,104102,79.73232718729966
138,104201,41.59511543598543
139,104202,43.76246399290937
140,104203,50.084641877298395
141,104301,97.82940996637129
142,104302,28.038325769036778
143,104401,114.12688719967986
144,104501,266.56721105527663
145,104502,69.18744971842314
146,104503,80.46670690002003
147,104504,87.09913344119136
148,104601,60.910920065849645
149,104602,53.788587464920404
150,104603,56.33176444427967
151,104604,73.49214394323359
152,104605,63.43784311333422
153,104701,83.24005955032968
154,104801,83.13801795427418
155,104802,52.82486386743125
156,104901,71.31595350713157
157,104902,62.17070600632245
158,105001,100.9931302270011
159,800101,111.26883099043002
160,800102,92.63521288837738
161,800103,84.66498458088033
162,800106,61.14711997064933
163,800107,88.68583714055363
164,800108,98.18962872046635
165,800112,70.09101370436237
166,800113,67.23716381418089
167,800114,75.80291242768801
168,800115,130.70494964645366
169,800116,109.15592359085332
170,800118,87.8923246504611
171,800119,21.233382570162494
172,800120,78.94396272809628
173,800121,78.71198568872984
174,800122,84.11767380530156
175,800201,152.7217192102103
176,800202,148.64864864864862
177,800203,127.78449317907092
178,800204,129.28468146636013
179,800205,204.69918120327517
180,800301,99.73753280839895
181,800302,105.35259133389975
182,800303,102.83421118635579
183,800304,81.09589041095887
184,800305,94.21134421134425
185,800401,96.10584123814279
186,800403,99.86973512809385
187,800404,123.44004340748789
188,800405,80.55235903337164
189,800406,79.51807228915665
190,800407,68.84681583476761
191,800409,104.42260442260437
192,800410,94.8821161587119
193,800415,38.66432337434096
194,800416,77.72715089788267
195,800501,144.1024728695961
196,800502,146.20938628158834
197,800503,151.44113336590138
198,800504,113.59782977280442
199,800505,95.50138225684846
200,800601,68.53858058810523
201,800603,61.53846153846154
202,800604,67.79661016949153
203,800605,57.82435851102276
204,800606,49.954586739327894
205,800607,82.35032272423767
206,800610,75.53956834532374
207,800611,58.131291648943694
208,800612,72.11161624079007
209,800613,66.02403274792022
210,800701,38.634392493889465
211,800702,47.95663052543788
212,800703,45.662100456621005
213,800704,36.31961259079905
214,800705,26.203416149068314
215,800706,51.871582784242264
216,800707,47.39336492890995
217,800708,21.13694515518968
218,800709,60.05186297256724
219,800710,44.160942100098104
220,800711,30.515715593530665
221,800801,44.38364493084048
222,800802,56.445110010367486
223,800803,71.47024504084011
224,800804,84.30349257326371
225,800806,88.27801989049054
226,800807,61.181434599156034
227,800809,119.0982560612505
228,800810,92.92210359826016
229,800811,76.5927817105721
230,800813,65.16853932584269
231,800901,51.31054317275643
232,800902,66.98780671383402
233,800903,72.66121707538599
234,800904,50.54923690094291
235,800905,44.44444444444443
236,800906,52.74368597220815
237,800907,53.90070921985821
238,800908,41.23711340206183
239,800909,63.254744105807966
240,800910,42.23227752639518
241,800911,82.46917612476527
242,800912,77.7284263959391
243,800913,60.837577815506535
244,801001,128.16011235955057
245,801002,104.55031483901631
246,801003,129.12280701754378
247,801101,51.674384269512146
248,801102,23.13167259786476
249,801103,40.4940271309982
250,801104,54.040776222058476
251,801105,66.59198406771226
252,801106,19.726027397260278
253,801107,38.741377681186805
254,801202,8.926977325477592
255,801203,55.04183179216203
256,801204,22.598870056497177
257,801205,59.12300870422075
258,801206,17.48931208705791
259,801207,39.35974809761217
260,801208,41.2583806085611
261,801209,69.617105917454
262,801210,56.67296366262922
263,801211,69.848661233993
264,801212,45.85052728106372
265,801213,18.81467544684854
266,801214,67.40196078431372
267,801215,32.63707571801567
268,801216,62.82722513089005
269,801217,3.2218382051432255
270,801218,42.347247428917115
271,801301,49.962149886449616
272,801303,51.52775266678717
273,801304,38.065382892969104
274,801305,58.55258021703486
275,801306,50.19720329867333
276,801401,72.30471271788247
277,801402,67.9679330777274
278,801403,87.04787633198258
279,801404,67.88975996120588
280,801405,86.38743455497386
281,801406,78.95775759968406
282,801407,64.81366072541444
283,801408,77.91747830706565
284,801409,69.84866123399307
285,801501,115.34276387377604
286,801502,73.67655084591591
287,801601,59.52380952380952
288,801602,86.4470271827874
289,801603,85.93048608439146
290,801604,74.69957778499513
291,801605,73.0038022813688
292,801606,16.63432215137233
293,801607,10.080645161290322
294,801608,43.71217215870881
295,801609,54.12991178829191
296,801610,22.79981760145919
297,801611,94.47674418604652
298,801701,79.4389179131182
299,801702,93.34315892901006
300,801703,52.210619862252834
301,801704,56.17243631613328
302,801801,33.1929018256096
303,801802,41.647385469689965
304,801803,38.450583879236696
305,801901,80.7955251709136
306,801902,66.44518272425249
307,801903,63.4249471458774
308,801904,57.28314238952537
309,801905,61.57290792051502
310,801906,79.62462675956209
311,802001,125.41806020066892
312,802002,87.88387479016497
313,802003,92.3770184003005
314,802004,90.8782062170885
315,802101,189.41708419894934
316,802102,164.51352442470724
317,802103,103.64071219771454
318,802104,163.57263403868612
319,802201,84.46437933244006
320,802202,75.51100117172247
321,802203,86.93934005137316
322,802301,55.34755005697545
323,802302,106.40184429863459
324,802303,71.05594531390544
325,802304,48.43173431734315
326,810103,151.48835838491
327,810105,209.1091377828704
328,810106,236.03226770241977
329,810111,202.7508914926135
330,810115,203.01665594395644
331,810116,274.01501664215476
332,810117,152.9111938835523
333,810118,185.9278162595697
334,810201,154.19260699993615
335,810202,23.94799863154294
336,810203,22.66350097129289
337,810204,53.440213760855066
338,810205,18.05245832005947
339,810206,17.006802721088437
340,810303,108.43373493975888
341,810304,98.36065573770496
342,810305,66.28641899182983
343,810401,332.6981980549006
344,810402,100.26222427888331
345,810403,771.9707580629638
346,810404,74.26661715558858
347,810405,137.70967073928358
348,810406,63.95786305492857
349,810407,92.12198221092761
350,810501,186.79905000659718
351,810503,52.546483427647544
352,810504,107.68126346015785
353,810505,117.55607115235883
354,810506,868.4829819158177
355,810507,55.17241379310346
356,810508,48.556095067722964
357,810509,69.25207756232692
358,810601,94.75645509003955
359,810602,17.046335037966838
360,810603,52.507219742714625
361,810604,44.270389919972736
362,810701,180.56685978738383
363,810702,56.07784924954644
364,810703,1169.8767521379375
365,810704,25.74665293511843
366,810801,193.98464374540927
367,810803,34.46790176647997
368,810804,34.644032565390596
369,810805,31.031807602792863
370,810806,16.630633627141197
371,810807,33.248081841432224
372,810808,28.317152103559877
