,addrcode,Year,WeekNum,NumberCases
0,100101,2014,1,0
1,100101,2014,2,0
2,100101,2014,3,0
3,100101,2014,4,0
4,100101,2014,5,0
5,100101,2014,6,0
6,100101,2014,7,0
7,100101,2014,8,0
8,100101,2014,9,0
9,100101,2014,10,0
10,100101,2014,11,0
11,100101,2014,12,0
12,100101,2014,13,0
13,100101,2014,14,0
14,100101,2014,15,0
15,100101,2014,16,0
16,100101,2014,17,0
17,100101,2014,18,0
18,100101,2014,19,0
19,100101,2014,20,0
20,100101,2014,21,0
21,100101,2014,22,0
22,100101,2014,23,0
23,100101,2014,24,0
24,100101,2014,25,0
25,100101,2014,26,0
26,100101,2014,27,0
27,100101,2014,28,0
28,100101,2014,29,0
29,100101,2014,30,0
30,100101,2014,31,0
31,100101,2014,32,0
32,100101,2014,33,0
33,100101,2014,34,0
34,100101,2014,35,0
35,100101,2014,36,0
36,100101,2014,37,0
37,100101,2014,38,0
38,100101,2014,39,0
39,100101,2014,40,0
40,100101,2014,41,0
41,100101,2014,42,0
42,100101,2014,43,0
43,100101,2014,44,0
44,100101,2014,45,0
45,100101,2014,46,0
46,100101,2014,47,0
47,100101,2014,48,0
48,100101,2014,49,0
49,100101,2014,50,0
50,100101,2014,51,0
51,100101,2014,52,0
52,100101,2015,1,0
53,100101,2015,2,0
54,100101,2015,3,0
55,100101,2015,4,0
56,100101,2015,5,0
57,100101,2015,6,0
58,100101,2015,7,0
59,100101,2015,8,0
60,100101,2015,9,0
61,100101,2015,10,0
62,100101,2015,11,0
63,100101,2015,12,0
64,100101,2015,13,0
65,100101,2015,14,0
66,100101,2015,15,0
67,100101,2015,16,0
68,100101,2015,17,0
69,100101,2015,18,0
70,100101,2015,19,0
71,100101,2015,20,0
72,100101,2015,21,0
73,100101,2015,22,0
74,100101,2015,23,0
75,100101,2015,24,0
76,100101,2015,25,0
77,100101,2015,26,0
78,100101,2015,27,0
79,100101,2015,28,0
80,100101,2015,29,0
81,100101,2015,30,0
82,100101,2015,31,0
83,100101,2015,32,0
84,100101,2015,33,0
85,100101,2015,34,0
86,100101,2015,35,0
87,100101,2015,36,0
88,100101,2015,37,0
89,100101,2015,38,0
90,100101,2015,39,0
91,100101,2015,40,0
92,100101,2015,41,0
93,100101,2015,42,0
94,100101,2015,43,0
95,100101,2015,44,0
96,100101,2015,45,0
97,100101,2015,46,0
98,100101,2015,47,0
99,100101,2015,48,0
100,100101,2015,49,0
101,100101,2015,50,0
102,100101,2015,51,0
103,100101,2015,52,0
104,100101,2015,53,0
105,100101,2016,1,0
106,100101,2016,2,0
107,100101,2016,3,0
108,100101,2016,4,0
109,100101,2016,5,0
110,100101,2016,6,0
111,100101,2016,7,0
112,100101,2016,8,0
113,100101,2016,9,0
114,100101,2016,10,0
115,100101,2016,11,0
116,100101,2016,12,0
117,100101,2016,13,0
118,100101,2016,14,0
119,100101,2016,15,0
120,100101,2016,16,0
121,100101,2016,17,0
122,100101,2016,18,0
123,100101,2016,19,0
124,100101,2016,20,0
125,100101,2016,21,0
126,100101,2016,22,0
127,100101,2016,23,0
128,100101,2016,24,0
129,100101,2016,25,0
130,100101,2016,26,0
131,100101,2016,27,0
132,100101,2016,28,0
133,100101,2016,29,0
134,100101,2016,30,0
135,100101,2016,31,0
136,100101,2016,32,0
137,100101,2016,33,0
138,100101,2016,34,0
139,100101,2016,35,0
140,100101,2016,36,0
141,100101,2016,37,0
142,100101,2016,38,0
143,100101,2016,39,0
144,100101,2016,40,0
145,100101,2016,41,0
146,100101,2016,42,0
147,100101,2016,43,0
148,100101,2016,44,0
149,100101,2016,45,0
150,100101,2016,46,0
151,100101,2016,47,0
